plateNumber,plateState,plateCountry,plateType,domestic,yearOfRegistration,vehicleMake,vehicleModel,vehicleColor,vehicleClass,tollingMethod,hasTag,tagAgencyId,tagId,item_type,tag_type,mounting,tag_delivery_method,tag_alias_name,shippingAddress
MI 1356,TX,USA,PERSONAL,False,2016,Toyota,Tacoma,Green,2 Axle,TAG,True,AGN254,TAG1495,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Justin,"9231 Lee Parkways Suite 109, Lake Johnland, VA 39882"
RH 723,AL,USA,PERSONAL,False,2000,Lexus,RX,Red,4 Axle,TAG,False,AGN195,TAG9379,STICKER_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Ariana,"244 Lambert Shoals, East April, VA 73723"
NE 6694,UT,USA,PERSONAL,False,2022,Subaru,WRX,Black,4 Axle,TAG,True,AGN778,TAG9960,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Sarah,"9962 Reeves Mission, Port Chloeshire, WV 62206"
ID 777,NV,USA,PERSONAL,True,2017,Subaru	,Cross-trek,Blue,4 Axle,VIDEO,,,,,,,,,
MA 4170,CO,USA,PERSONAL,False,2023,BMW,5 Series,Black,5 Axle,TAG,False,AGN545,TAG3610,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Amanda,"9694 Jacobs Centers Apt. 680, South Tricia, DE 68881"
TE 1256,TX,USA,COMMERCIAL,True,2020,Hyundai,El-antra,Black,5 Axle,TAG,True,AGN805,TAG1745,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Caitlin,"636 Tami Trafficway Suite 381, Davidton, NC 80038"
OH 6434,NV,USA,COMMERCIAL,True,2001,Subaru	,Outback,Green,2 Axle,TAG,True,AGN182,TAG6359,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nicole,"01591 Rivera Overpass Apt. 510, Melindastad, MS 80490"
CO 3646,NJ,USA,PERSONAL,True,2024,Toyota,Camry,Blue,3 Axle,VIDEO,,,,,,,,,
NE 3298,FL,USA,ELECTRIC,True,2009,Lexus,RX,Red,5 Axle,TAG,False,AGN111,TAG5108,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Todd,"6222 Bruce Path Suite 419, Adamsview, MT 67788"
TE 701,CA,USA,PERSONAL,False,2003,Chevrolet,Silverado,Green,2 Axle,TAG,False,AGN143,TAG1365,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Sharon,"63544 Graves Circles Suite 711, Millershire, VT 98578"
MA 4703,OR,USA,ELECTRIC,False,2013,Toyota,Tacoma,Black,6-plus Axles,TAG,False,AGN724,TAG6474,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Scott,"555 Rice Burgs Suite 392, South Robertoton, ME 36193"
MA 9984,UT,USA,COMMERCIAL,True,2023,Hyundai,El-antra,White,6-plus Axles,VIDEO,,,,,,,,,
NE 6496,PA,USA,PERSONAL,True,2016,Hyundai,Santa Fe,Black,2 Axle,TAG,False,AGN420,TAG5792,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Stephen,"17941 Tanya Green Suite 044, East Ryan, TN 48323"
WA 3876,VA,USA,ELECTRIC,True,2005,Chevrolet,Silverado,Black,4 Axle,TAG,True,AGN982,TAG4932,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Pamela,"8519 Angela Branch, Port Richard, MN 17370"
GE 2094,OR,USA,ELECTRIC,False,2007,Chevrolet,Equinox,Red,2 Axle,TAG,False,AGN496,TAG3875,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Jeffery,"14398 Rebecca Ford Suite 940, Jackbury, IL 87958"
VE 3524,NV,USA,COMMERCIAL,True,2022,Mercedes-Benz,GLE,White,3 Axle,VIDEO,,,,,,,,,
MA 8989,NV,USA,PERSONAL,False,2007,Honda,Civic,Blue,5 Axle,TAG,True,AGN637,TAG7957,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Rodney,"2745 Leah Pines Suite 020, Millerstad, CO 59223"
MA 5059,AZ,USA,COMMERCIAL,False,2014,Volkswagen,Jetta,Black,2 Axle,TAG,False,AGN816,TAG5114,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Nathan,"25029 Julie Port, Brandiville, NE 34503"
AL 9197,MA,USA,ELECTRIC,False,2006,Lexus,ES,Black,2 Axle,TAG,False,AGN689,TAG2887,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Lisa,"4677 Robert Freeway, New Darren, PR 33834"
NE 5545,NV,USA,PERSONAL,False,2016,Hyundai,Tucson,Green,4 Axle,VIDEO,,,,,,,,,
CO 1390,OR,USA,PERSONAL,True,2021,BMW,X3,Red,3 Axle,TAG,False,AGN687,TAG7546,LICENSE_PLATE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Shari,"1327 Jones Gardens Apt. 833, Wardville, WA 89899"
MI 826,IL,USA,PERSONAL,True,2006,Chevrolet, Malibu,Red,5 Axle,TAG,True,AGN937,TAG5979,HARD_CASE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Curtis,"448 Victor Crescent, Mossview, DC 15767"
VE 1918,WA,USA,PERSONAL,False,2021,Kia,Sport-age,White,3 Axle,TAG,False,AGN305,TAG8427,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Beth,"940 Lisa Green, Brandonfurt, DC 08756"
TE 3586,WA,USA,PERSONAL,False,2001,Ford,Escape,White,2 Axle,VIDEO,,,,,,,,,
WY 8805,MI,USA,ELECTRIC,True,2009,Hyundai,El-antra,Green,4 Axle,TAG,True,AGN652,TAG9169,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Christopher,"81195 Davis Gardens Suite 264, Carloston, KS 80054"
PE 7086,NY,USA,COMMERCIAL,False,2010,Audi,Q5,Black,6-plus Axles,TAG,False,AGN164,TAG7810,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Nancy,"333 Steven Point Apt. 095, South Christopher, DE 65418"
MO 6120,NC,USA,ELECTRIC,False,2009,Subaru,Ascent,White,3 Axle,TAG,True,AGN395,TAG7734,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Leslie,"84441 Robert Route, South Thomas, SC 19439"
IO 6802,AK,USA,PERSONAL,False,2008,BMW,5 Series,Red,6-plus Axles,VIDEO,,,,,,,,,
NE 7784,TX,USA,COMMERCIAL,True,2006,Volkswagen,Jetta,Red,5 Axle,TAG,True,AGN426,TAG6136,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Roger,"2023 Baldwin Forges Apt. 850, Morganton, MS 99505"
MI 4355,FL,USA,PERSONAL,False,2004,Ford,Mustang,Black,4 Axle,TAG,False,AGN392,TAG4864,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Linda,"889 Dean Branch Apt. 846, Kennedyfort, MD 07029"
NE 332,NY,USA,ELECTRIC,True,2007,Subaru	,Outback,Blue,4 Axle,TAG,True,AGN379,TAG2336,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brianna,"677 Miller Branch Suite 463, Port Kim, WV 79706"
AL 7501,CO,USA,COMMERCIAL,True,2024,Tesla, Model 3,White,5 Axle,VIDEO,,,,,,,,,
NE 3098,AZ,USA,COMMERCIAL,False,2021,Subaru	,Im-pre-za,Blue,5 Axle,TAG,True,AGN431,TAG9256,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Lauren,"34912 Lisa Islands Suite 693, South Jenniferstad, MH 58735"
SO 696,PA,USA,COMMERCIAL,True,2015,Honda,CR-V,Black,4 Axle,TAG,True,AGN828,TAG9582,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Nicholas,"8102 Pierce Stravenue, Ramosside, OR 95948"
OK 3864,OH,USA,PERSONAL,False,2020,Lexus,ES,Blue,4 Axle,TAG,True,AGN372,TAG8605,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Angelica,"Unit 8121 Box 8542, DPO AE 95111"
MA 1881,AL,USA,PERSONAL,False,2001,Tesla, Model 3,Red,2 Axle,VIDEO,,,,,,,,,
ID 7534,AK,USA,COMMERCIAL,True,2000,Lexus,NX,Blue,2 Axle,TAG,False,AGN766,TAG4770,LICENSE_PLATE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Christopher,"2168 Susan Points, Kellyville, CA 22566"
KE 3936,MD,USA,ELECTRIC,False,2021,Mercedes-Benz,S-Class,Black,3 Axle,TAG,True,AGN429,TAG2665,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Holly,"042 Smith Isle Suite 714, West Stevenview, FM 77744"
AL 653,NY,USA,COMMERCIAL,True,2022,Kia,So-rent-o,White,4 Axle,TAG,False,AGN991,TAG9150,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Lori,"274 Victoria Isle, New Dianeton, MP 45684"
VI 9187,MI,USA,ELECTRIC,False,2014,Subaru,WRX,Red,5 Axle,VIDEO,,,,,,,,,
DE 3174,VA,USA,COMMERCIAL,False,2012,Tesla,Model Y,White,4 Axle,TAG,False,AGN238,TAG9580,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,James,"8404 Chan Gardens Suite 068, East Mary, IL 67215"
WE 575,CO,USA,PERSONAL,True,2002,Tesla,Model Y,Green,3 Axle,TAG,False,AGN584,TAG2744,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Robert,"19146 Sarah Underpass, Mccarthyview, AS 72455"
VI 6692,OH,USA,COMMERCIAL,False,2004,BMW,X3,Black,3 Axle,TAG,True,AGN734,TAG8390,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Shelly,"43909 Jones Stravenue Apt. 517, New Lauraview, NM 72651"
WY 4680,AL,USA,COMMERCIAL,True,2023,Subaru,WRX,White,3 Axle,VIDEO,,,,,,,,,
FL 7666,FL,USA,COMMERCIAL,False,2015,Ford,F-150,Green,5 Axle,TAG,True,AGN458,TAG1489,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Brian,"Unit 4377 Box 2268, DPO AP 25075"
ID 3795,AZ,USA,PERSONAL,False,2011,Nissan,Al-tima,Blue,5 Axle,TAG,True,AGN280,TAG3182,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Jose,"7377 Tammy Manors, Port Selena, OK 29700"
UT 7877,TN,USA,ELECTRIC,True,2001,BMW,X3,Blue,3 Axle,TAG,False,AGN391,TAG6423,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Anthony,"9302 Johnson Bridge Suite 545, Lake Shirleyport, FL 11914"
WA 8281,MA,USA,ELECTRIC,False,2014,Tesla,Model X,Black,4 Axle,VIDEO,,,,,,,,,
WA 8182,OH,USA,PERSONAL,True,2007,Chevrolet,Equinox,Blue,5 Axle,TAG,True,AGN549,TAG8804,LICENSE_PLATE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,William,"814 Pierce Harbors, Hamptonhaven, MA 51375"
NE 7662,MA,USA,ELECTRIC,False,2004,Ford,Mustang,Black,6-plus Axles,TAG,True,AGN793,TAG2146,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Katherine,"1656 Laura View Suite 837, Perezfurt, DC 68056"
NE 7760,AZ,USA,COMMERCIAL,True,2022,Chevrolet,Corvette,White,3 Axle,TAG,True,AGN623,TAG1454,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Alexander,"USNS Pearson, FPO AA 97127"
MI 4433,WA,USA,COMMERCIAL,True,2020,Ford,Explorer,Black,4 Axle,VIDEO,,,,,,,,,
SO 2780,IL,USA,COMMERCIAL,True,2008,Subaru,WRX,White,6-plus Axles,TAG,False,AGN624,TAG1752,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Nancy,"825 Deanna Union Apt. 847, Amyport, CA 03718"
MO 9628,WA,USA,ELECTRIC,False,2022,Hyundai,Sonata,Green,6-plus Axles,TAG,True,AGN251,TAG5885,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Sarah,"05854 Emily Mountain Apt. 283, Rodriguezborough, KS 26542"
NE 7621,WA,USA,ELECTRIC,False,2008,Chevrolet, Malibu,Black,3 Axle,TAG,False,AGN720,TAG6112,INTEGRATED,MOUNTED,YES,MAIL_TO_CUSTOMER,Michael,"590 Hall Island Apt. 930, Stevenland, NJ 78974"
LO 8662,UT,USA,PERSONAL,False,2002,Audi,Q5,Red,5 Axle,VIDEO,,,,,,,,,
WE 3210,NY,USA,PERSONAL,False,2003,Tesla,Model S,White,5 Axle,TAG,True,AGN554,TAG5989,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Joshua,"203 Roberson Island, Tylerchester, DE 88348"
MA 6927,IL,USA,PERSONAL,True,2005,Kia,Forte,Blue,4 Axle,TAG,True,AGN512,TAG6317,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Whitney,"PSC 5549, Box 3598, APO AE 46852"
OH 3689,MI,USA,COMMERCIAL,True,2008,Kia,Optima,Black,6-plus Axles,TAG,False,AGN338,TAG6118,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Brooke,"77344 Gray Ferry Apt. 060, West Randyfurt, VI 09232"
ID 8907,IL,USA,COMMERCIAL,True,2020,Chevrolet,Silverado,White,3 Axle,VIDEO,,,,,,,,,
MA 8464,CA,USA,PERSONAL,False,2008,Mercedes-Benz,E-Class,Red,3 Axle,TAG,False,AGN874,TAG4857,HARD_CASE_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Shelly,"4767 Wright Ferry Apt. 384, East Monicaburgh, SC 37773"
AL 1921,NY,USA,COMMERCIAL,True,2022,Honda,Civic,Red,6-plus Axles,TAG,True,AGN774,TAG7102,LICENSE_PLATE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Logan,"083 Wendy Parks Apt. 030, Odonnellton, IA 78054"
LO 2127,TN,USA,COMMERCIAL,True,2009,Honda,HR-V,Blue,4 Axle,TAG,True,AGN141,TAG7598,INTEGRATED,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kathryn,"130 Mathis Wall Apt. 936, South Paul, SC 86906"
LO 7520,IL,USA,COMMERCIAL,True,2023,Toyota,RAV4,Green,4 Axle,VIDEO,,,,,,,,,
MI 5963,WA,USA,PERSONAL,False,2015,Nissan,Pathfinder,Green,3 Axle,TAG,False,AGN826,TAG7481,LICENSE_PLATE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Donna,"42735 Nicole Course Suite 166, Lisaberg, NJ 92164"
SO 6866,OH,USA,ELECTRIC,True,2016,Subaru,Outback,Red,6-plus Axles,TAG,False,AGN157,TAG7631,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Brandon,"868 Mayo Shore, Grayville, IN 23485"
OH 371,OR,USA,COMMERCIAL,False,2009,Hyundai,El-antra,Blue,5 Axle,TAG,False,AGN676,TAG4469,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Jennifer,"2694 Melanie Streets, Perezbury, MT 40548"
TE 8277,CO,USA,COMMERCIAL,False,2002,Lexus,NX,White,3 Axle,VIDEO,,,,,,,,,
MA 7318,OH,USA,COMMERCIAL,True,2012,Honda,CR-V,Green,2 Axle,TAG,False,AGN856,TAG7479,INTEGRATED,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Christopher,"06950 Carter Turnpike Apt. 485, Joneshaven, AS 35761"
NE 4343,NJ,USA,PERSONAL,True,2021,Nissan,Pathfinder,White,3 Axle,TAG,True,AGN541,TAG6802,INTEGRATED,STICKER,YES,HAND_TO_CUSTOMER,Stephen,"071 Wilkinson Extensions, Matthewville, MT 07198"
WY 9799,NY,USA,ELECTRIC,False,2014,Subaru	,Cross-trek,White,5 Axle,TAG,True,AGN221,TAG8076,HARD_CASE_TAG,STICKER,YES,HAND_TO_CUSTOMER,Oscar,"387 Jacqueline Court Apt. 289, Wolfeberg, AK 11074"
IL 8121,UT,USA,PERSONAL,False,2010,Ford,Explorer,Green,2 Axle,VIDEO,,,,,,,,,
AR 674,OR,USA,PERSONAL,True,2002,Audi,A4,Black,2 Axle,TAG,True,AGN733,TAG2644,HARD_CASE_TAG,MOUNTED,NO,HAND_TO_CUSTOMER,Angela,"PSC 0913, Box 4588, APO AA 24332"
RH 3584,AK,USA,PERSONAL,False,2008,Nissan,Al-tima,Black,4 Axle,TAG,False,AGN151,TAG5119,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Ashley,"280 Young Mews Apt. 838, New Marcus, PR 19672"
CO 2174,AK,USA,COMMERCIAL,False,2002,Lexus,GS,Red,6-plus Axles,TAG,True,AGN636,TAG3273,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Patricia,"9217 Kimberly Ridges, Petersonland, ME 12785"
WE 623,NY,USA,ELECTRIC,False,2002,Hyundai,Sonata,Black,5 Axle,VIDEO,,,,,,,,,
CO 7405,TX,USA,ELECTRIC,True,2003,Lexus,ES,Black,6-plus Axles,TAG,False,AGN230,TAG5882,INTEGRATED,MOUNTED,NO,HAND_TO_CUSTOMER,Richard,"001 Lisa Ferry, New Janet, RI 70185"
TE 7477,AZ,USA,PERSONAL,False,2000,Toyota,Tacoma,Black,5 Axle,TAG,True,AGN255,TAG3412,LICENSE_PLATE_TAG,MOUNTED,NO,MAIL_TO_CUSTOMER,Rodney,"8958 Morris Shoals, Lake Martin, VA 01767"
OH 5373,NC,USA,COMMERCIAL,False,2013,Ford,Explorer,White,4 Axle,TAG,False,AGN779,TAG8116,LICENSE_PLATE_TAG,STICKER,NO,HAND_TO_CUSTOMER,Jonathan,"335 Shannon Fields Suite 845, Johnsonhaven, PA 23341"
MI 4333,OH,USA,COMMERCIAL,False,2014,Kia,Optima,White,3 Axle,VIDEO,,,,,,,,,
RH 6178,MA,USA,ELECTRIC,False,2019,Kia,Forte,Red,4 Axle,TAG,True,AGN559,TAG6286,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Kimberly,"0693 Farley Corners, Walkermouth, NM 21702"
CA 733,MI,USA,COMMERCIAL,False,2004,Subaru,WRX,Red,4 Axle,TAG,False,AGN243,TAG8595,HARD_CASE_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Pamela,"1424 Coleman Coves Suite 722, Lake Katelyn, VA 17895"
AL 2160,NV,USA,ELECTRIC,True,2024,Audi, Q7,Blue,6-plus Axles,TAG,True,AGN593,TAG7958,INTEGRATED,MOUNTED,NO,MAIL_TO_CUSTOMER,John,"89719 Duran Mount, North Christineton, MA 11192"
SO 1704,AK,USA,COMMERCIAL,False,2020,Hyundai,Santa Fe,Black,3 Axle,VIDEO,,,,,,,,,
NO 3358,TX,USA,ELECTRIC,False,2014,Hyundai,Sonata,Green,3 Axle,TAG,True,AGN800,TAG8265,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jessica,"47053 Cordova Skyway Apt. 782, Farmerbury, OK 82064"
IL 6745,WA,USA,PERSONAL,True,2023,Tesla,Model Y,Red,5 Axle,TAG,False,AGN720,TAG3211,LICENSE_PLATE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Daniel,"99924 Williams Ford, Lake Anthony, MN 94341"
SO 1730,WA,USA,ELECTRIC,False,2007,Mercedes-Benz,GLE,White,2 Axle,TAG,False,AGN887,TAG6360,HARD_CASE_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Jonathan,"4577 Chandler Village, Hullstad, DE 20884"
HA 4917,NJ,USA,PERSONAL,False,2002,Lexus,NX,Red,6-plus Axles,VIDEO,,,,,,,,,
MA 1825,FL,USA,ELECTRIC,False,2005,Volkswagen,Golf,Blue,4 Axle,TAG,True,AGN192,TAG7807,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Dennis,"6426 Stacey Ports Apt. 334, Lake Jeremy, WI 53471"
TE 1433,MI,USA,COMMERCIAL,False,2001,Chevrolet,Equinox,White,4 Axle,TAG,False,AGN481,TAG4741,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Daniel,"5723 Shelton Lake Suite 561, Gallagherbury, GA 60174"
LO 4585,WA,USA,COMMERCIAL,False,2004,BMW,X5,White,4 Axle,TAG,False,AGN124,TAG6793,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Sandra,"22581 Denise Well Suite 000, Susanborough, ID 69027"
IO 5787,TX,USA,COMMERCIAL,False,2000,BMW,X3,Black,4 Axle,VIDEO,,,,,,,,,
AL 1452,OH,USA,COMMERCIAL,True,2006,Subaru,Forester,Black,2 Axle,TAG,True,AGN615,TAG9773,STICKER_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Carlos,"32486 Jones Drive Apt. 403, South Sharonshire, RI 97918"
NO 3719,OH,USA,COMMERCIAL,False,2016,Toyota,RAV4,White,6-plus Axles,TAG,True,AGN795,TAG7253,LICENSE_PLATE_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Wendy,"PSC 3701, Box 5905, APO AE 33655"
CO 2902,WA,USA,ELECTRIC,False,2011,Kia,Optima,White,3 Axle,TAG,False,AGN678,TAG4825,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Michael,"6396 Alisha Cliffs, East Deborahborough, NJ 28153"
WA 6606,CA,USA,COMMERCIAL,False,2013,Mercedes-Benz,E-Class,Red,3 Axle,VIDEO,,,,,,,,,
TE 3625,NV,USA,PERSONAL,True,2000,Tesla, Model 3,Green,2 Axle,TAG,False,AGN379,TAG8250,STICKER_TAG,MOUNTED,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Kayla,"7567 Rodriguez Skyway, South Dana, GU 84064"
WE 1647,VA,USA,ELECTRIC,False,2009,Volkswagen,Jetta,Red,3 Axle,TAG,True,AGN611,TAG3290,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Michael,"040 Carr Course Apt. 460, Kristamouth, UT 94324"
WY 5565,VA,USA,ELECTRIC,False,2019,Mercedes-Benz,E-Class,White,2 Axle,TAG,False,AGN808,TAG7175,STICKER_TAG,MOUNTED,YES,MAIL_TO_CUSTOMER,Kelly,"94255 Hoover Lights, Jacksonstad, GU 32298"
MA 178,VA,USA,PERSONAL,True,2018,Ford,Escape,White,4 Axle,VIDEO,,,,,,,,,
CO 4119,VA,USA,COMMERCIAL,True,2010,Audi, Q7,Green,5 Axle,TAG,True,AGN982,TAG5085,LICENSE_PLATE_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Amanda,"Unit 6891 Box 2328, DPO AE 40452"
AR 9904,TN,USA,PERSONAL,True,2000,Volkswagen,Tiguan,Red,4 Axle,TAG,False,AGN379,TAG7058,INTEGRATED,STICKER,YES,MAIL_TO_CUSTOMER,Richard,"PSC 3740, Box 0247, APO AP 70220"
GE 1419,PA,USA,ELECTRIC,True,2012,Audi, Q7,Blue,4 Axle,TAG,True,AGN643,TAG9325,STICKER_TAG,STICKER,YES,MAIL_TO_CUSTOMER,Zachary,"USCGC Anderson, FPO AP 37064"
NO 9299,TN,USA,ELECTRIC,False,2003,Mercedes-Benz,GLE,Black,4 Axle,VIDEO,,,,,,,,,
MI 8519,FL,USA,PERSONAL,True,2006,Kia,So-rent-o,Blue,4 Axle,TAG,False,AGN777,TAG5956,HARD_CASE_TAG,MOUNTED,YES,HAND_TO_CUSTOMER,Gary,"74865 Holt Streets, North Lauraberg, CA 74628"
NE 8315,NC,USA,COMMERCIAL,True,2024,Hyundai,Santa Fe,Black,6-plus Axles,TAG,True,AGN232,TAG3059,HARD_CASE_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Emily,"4788 Sanchez Bypass, Meyerborough, MN 36136"
CO 3589,CO,USA,ELECTRIC,False,2016,BMW,X3,White,4 Axle,TAG,True,AGN576,TAG7831,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Allen,"4935 Brooks Crescent Suite 797, Fisherchester, PA 85065"
UT 9100,MI,USA,ELECTRIC,True,2000,Audi,Q5,Red,4 Axle,VIDEO,,,,,,,,,
RH 3438,NC,USA,COMMERCIAL,False,2015,Mercedes-Benz,GLE,Green,4 Axle,TAG,True,AGN658,TAG2915,STICKER_TAG,STICKER,NO,HAND_TO_CUSTOMER,Shawna,"17145 Joe Key Apt. 614, South James, VI 52967"
CA 8202,OR,USA,COMMERCIAL,True,2014,Tesla, Model 3,Blue,6-plus Axles,TAG,True,AGN721,TAG1674,HARD_CASE_TAG,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Katherine,"5741 Sarah Keys Suite 806, North Gregoryview, NV 53517"
CA 8054,TN,USA,ELECTRIC,False,2016,Audi, Q7,White,4 Axle,TAG,True,AGN279,TAG8569,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Becky,"Unit 3008 Box 3597, DPO AP 23788"
MI 7817,GA,USA,ELECTRIC,True,2023,Honda,CR-V,White,5 Axle,VIDEO,,,,,,,,,
MI 4821,UT,USA,PERSONAL,False,2017,Honda,Accord,Blue,3 Axle,TAG,True,AGN127,TAG2831,STICKER_TAG,STICKER,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,Christopher,"538 Villa Ways Apt. 116, Hollyport, MH 98964"
VI 1416,CO,USA,PERSONAL,True,2010,Honda,Accord,Black,6-plus Axles,TAG,False,AGN810,TAG8597,STICKER_TAG,STICKER,NO,MAIL_TO_CUSTOMER,Karla,"4022 Daniel Islands, Bowerston, NY 29971"
IN 5008,NC,USA,ELECTRIC,True,2011,BMW,X3,Black,2 Axle,TAG,False,AGN305,TAG5211,INTEGRATED,STICKER,NO,HAND_TO_CUSTOMER,Scott,"009 Howard Ridges Apt. 891, South Kenneth, VA 96016"
TE 9849,MA,USA,COMMERCIAL,False,2018,Chevrolet,Corvette,Black,5 Axle,VIDEO,,,,,,,,,
MI 6602,FL,USA,COMMERCIAL,False,2020,Subaru	,Im-pre-za,White,3 Axle,TAG,True,AGN193,TAG2350,STICKER_TAG,STICKER,NO,CUSTOMER_ALREADY_HAS_TRANSPONDER,Jennifer,"946 Moody Throughway Suite 787, Salazarstad, NC 49933"
OH 9003,MD,USA,PERSONAL,False,2017,Lexus,ES,White,5 Axle,TAG,True,AGN324,TAG9994,INTEGRATED,STICKER,NO,MAIL_TO_CUSTOMER,Thomas,"90879 Erin Inlet Apt. 556, Patrickport, OH 97398"
MI 4479,TX,USA,COMMERCIAL,True,2023,Toyota,Corolla,White,2 Axle,TAG,False,AGN794,TAG7405,INTEGRATED,MOUNTED,YES,CUSTOMER_ALREADY_HAS_TRANSPONDER,James,"8201 Kristopher Ridges, Michaelport, WV 90660"
OK 3902,OR,USA,ELECTRIC,False,2003,Ford,Escape,Blue,4 Axle,VIDEO,,,,,,,,,
